bang,bang_ten,record_key,record_label,building_id,building_name,building_name_local,project_name,tower_codes,linked_case_id,is_target,country,city,district,address,latitude,longitude,developer,official_website,brochure_url,building_type,segment,status,year_launch,year_handover,num_towers,num_floors_above,num_basements,height_m,num_units_total,land_area_m2,gfa_m2,nfa_sale_m2,efficiency_ratio_pct,building_density_pct,green_area_pct,parking_ratio,unit_types_summary,unit_area_min_m2,unit_area_max_m2,units_per_floor_typical,dominant_layout_class,mix_by_bedroom_pct,handover_standard,handover_brands,amenity_count,amenity_highlights,architect_firm,architect_country,interior_designer,landscape_architect,architectural_style,design_concept,design_concept_keywords,massing_form,facade_material,facade_system,window_wall_ratio_pct,balcony_type,floor_to_ceiling_m,signature_features,green_cert,green_cert_level,awards,orientation_note,unit_type_id,type_code,type_name,layout_class,bedrooms,bathrooms,has_multipurpose_room,area_gross_m2,area_net_m2,area_basis_reported,ratio_net_gross_pct,area_balcony_m2,num_units_of_type,share_of_total_pct,facing,view_type,is_corner,floorplan_url,floorplan_file,room_id,room_code,room_type,room_label_raw,area_m2,width_m,length_m,has_window,is_ensuite,position_note,source_type,floor_plate_id,tower_code,floor_range,floor_label,units_per_floor,unit_type_mix,gfa_per_floor_m2,nfa_per_floor_m2,efficiency_per_floor_pct,corridor_type,num_elevators,num_elevators_service,units_per_elevator,num_stairs,core_position,floorplate_url,handover_id,applies_to_unit_type_id,item_code,item_category,item_name,item_spec,brand,brand_origin,is_included,note,amenity_id,amenity_category,amenity_name,amenity_name_local,location,floor_level,is_indoor,is_resident_free,operator_brand,is_highlight,price_id,market,price_min,price_max,price_avg,currency,price_unit,price_basis,includes_vat,includes_maintenance_fee,period,observed_at,sample_size,fx_rate_to_usd,price_usd_per_m2,listing_url,num_unit_types,num_rooms_captured,num_handover_items,num_amenities,num_price_obs,price_usd_per_m2_primary,price_usd_per_m2_secondary,secondary_premium_pct,price_growth_pct_yoy,sources_ok,extracted_at,confidence,source_urls,evidence_json
B5,handover_item,city_tower_the_rainbow__mist_sauna_phong_tam,Mist sauna phòng tắm (ミストサウナ),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__mist_sauna_phong_tam,,mist_sauna_phong_tam,thiet_bi_ve_sinh,Mist sauna phòng tắm (ミストサウナ),一般のドライサウナと比べ、低温・高湿度で息苦しくなくリラックスして楽しめます。さらに、衣類のリフレッシュや浴室のカビ抑制により、家事の負担を軽減します。,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""ミストサウナ"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""ミストサウナ入浴で素敵なバスタイムを。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""ミストサウナ"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""一般のドライサウナと比べ、低温・高湿度で息苦しくなくリラックスして楽しめます。さらに、衣類のリフレッシュや浴室のカビ抑制により、家事の負担を軽減します。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … ミストサウナ"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__remote_binh_nuoc_nong_wifi,Điều khiển bình nước nóng qua Wi-Fi (無線LAN給湯リモコン),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__remote_binh_nuoc_nong_wifi,,remote_binh_nuoc_nong_wifi,smart_home,Điều khiển bình nước nóng qua Wi-Fi (無線LAN給湯リモコン),専用アプリケーションを使ってお手元のスマートフォンから給湯器・床暖房などの操作や機器の状態をどこからでも確認することができます。,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""無線LAN給湯リモコン"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""専用アプリケーションを使ってお手元のスマートフォンから給湯器・床暖房などの操作や機器の状態をどこからでも確認することができます。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""無線LAN給湯リモコン"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""専用アプリケーションを使ってお手元のスマートフォンから給湯器・床暖房などの操作や機器の状態をどこからでも確認することができます。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … 無線LAN給湯リモコン"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__binh_nuoc_nong_gas_eco_jozu,Bình nước nóng gas hiệu suất cao Eco Jozu (エコジョーズ),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__binh_nuoc_nong_gas_eco_jozu,,binh_nuoc_nong_gas_eco_jozu,dieu_hoa_thong_gio,Bình nước nóng gas hiệu suất cao Eco Jozu (エコジョーズ),環境と家計の両方に優しい東京ガスの高効率ガス給湯器「エコジョーズ」を採用。キッチン、バスルーム、パウダールームへのスムーズな給湯はもちろん、床暖房や浴室暖房乾燥機までをトータルにサポートします。,東京ガス,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""エコジョーズ"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""床暖房や浴室暖房乾燥機までをトータルにサポートします。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""エコジョーズ"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""環境と家計の両方に優しい東京ガスの高効率ガス給湯器「エコジョーズ」を採用。キッチン、バスルーム、パウダールームへのスムーズな給湯はもちろん、床暖房や浴室暖房乾燥機までをトータルにサポートします。"", ""confidence"": ""high""}, ""brand"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""環境と家計の両方に優しい東京ガスの高効率ガス給湯器「エコジョーズ」を採用。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … エコジョーズ"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__san_suoi_va_may_say_suoi_phong_tam,Sàn sưởi & máy sưởi/sấy phòng tắm (床暖房・浴室暖房乾燥機),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__san_suoi_va_may_say_suoi_phong_tam,,san_suoi_va_may_say_suoi_phong_tam,dieu_hoa_thong_gio,Sàn sưởi & máy sưởi/sấy phòng tắm (床暖房・浴室暖房乾燥機),キッチン、バスルーム、パウダールームへのスムーズな給湯はもちろん、床暖房や浴室暖房乾燥機までをトータルにサポートします。,,,true,Chỉ được nêu gián tiếp trong mô tả エコジョーズ và 無線LAN給湯リモコン; nguồn không có mục riêng nên không rõ quy cách,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medium,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""床暖房や浴室暖房乾燥機までをトータルにサポートします。"", ""confidence"": ""medium""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""床暖房や浴室暖房乾燥機までをトータルにサポートします。"", ""confidence"": ""medium""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""床暖房や浴室暖房乾燥機までをトータルにサポートします。"", ""confidence"": ""medium""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""キッチン、バスルーム、パウダールームへのスムーズな給湯はもちろん、床暖房や浴室暖房乾燥機までをトータルにサポートします。"", ""confidence"": ""medium""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""専用アプリケーションを使ってお手元のスマートフォンから給湯器・床暖房などの操作や機器の状態をどこからでも確認することができます。"", ""confidence"": ""medium""}, ""note"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""寒い冬の日は床暖房を運転ONにしておけば、家に帰るころにはお部屋あたたか。"", ""confidence"": ""medium""}}"
B5,handover_item,city_tower_the_rainbow__thong_gio_24h_loc_phan_hoa,Hệ thống cấp khí cơ khí 24h có lọc phấn hoa (24時間機械給気システム・花粉フィルター付),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__thong_gio_24h_loc_phan_hoa,,thong_gio_24h_loc_phan_hoa,dieu_hoa_thong_gio,Hệ thống cấp khí cơ khí 24h có lọc phấn hoa (24時間機械給気システム・花粉フィルター付),窓を閉めたままでも常に換気ができる、24時間換気システムを採用しています。機械給気により外気を各室に取入れ、室内の空気は機械で排気します。給気ファン内のフィルターで一定の花粉・ホコリ・ちりを低減します。,,,true,※使用するフィルターによって低減できる物質の量は異なります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""24時間機械給気システム（花粉フィルター付）"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""窓を閉めたままでも常に換気ができる、24時間換気システムを採用しています。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""24時間機械給気システム（花粉フィルター付）"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""窓を閉めたままでも常に換気ができる、24時間換気システムを採用しています。機械給気により外気を各室に取入れ、室内の空気は機械で排気します。給気ファン内のフィルターで一定の花粉・ホコリ・ちりを低減します。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … 24時間機械給気システム（花粉フィルター付）"", ""confidence"": ""high""}, ""note"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""※使用するフィルターによって低減できる物質の量は異なります。※概念図"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__khoa_hands_free,Chìa khoá hands-free cho cửa auto-lock (ハンズフリーキー),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__khoa_hands_free,,khoa_hands_free,an_ninh_pccc,Chìa khoá hands-free cho cửa auto-lock (ハンズフリーキー),主なオートロックドアには、鍵をカバンやポケットに入れたままで解錠可能な、ハンズフリーキーを採用。,,,true,※周辺通行時の意図しない解錠・誤作動防止のため、設置箇所により認証方法・検知範囲が異なります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""ハンズフリーキー"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""主なオートロックドアには、鍵をカバンやポケットに入れたままで解錠可能な、ハンズフリーキーを採用。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""ハンズフリーキー"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""主なオートロックドアには、鍵をカバンやポケットに入れたままで解錠可能な、ハンズフリーキーを採用。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … ハンズフリーキー"", ""confidence"": ""high""}, ""note"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""※周辺通行時の意図しない解錠・誤作動防止のため、設置箇所により認証方法・検知範囲が異なります。また、検知範囲には限度があり、構造上、動線がカバーされていない箇所もあります。"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__kinh_low_e,Kính Low-E cho ô cửa căn hộ (Low-Eガラス),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__kinh_low_e,,kinh_low_e,cua,Kính Low-E cho ô cửa căn hộ (Low-Eガラス),住戸の開口部には省エネ効果に優れたLow-Eガラスを採用。ガラスの表面にコーティングされた日射熱の反射性を高める特殊金属膜（Low-E膜）と断熱性を高める空気層により、冷暖房両方の負荷を軽減します。,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""Low-Eガラス"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""住戸の開口部には省エネ効果に優れたLow-Eガラスを採用。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""Low-Eガラス"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""住戸の開口部には省エネ効果に優れたLow-Eガラスを採用。ガラスの表面にコーティングされた日射熱の反射性を高める特殊金属膜（Low-E膜）と断熱性を高める空気層により、冷暖房両方の負荷を軽減します。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … Low-Eガラス"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__trang_thiet_bi_phong_chong_thien_tai,Trang thiết bị phòng chống thiên tai (防災備品),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__trang_thiet_bi_phong_chong_thien_tai,,trang_thiet_bi_phong_chong_thien_tai,an_ninh_pccc,Trang thiết bị phòng chống thiên tai (防災備品),地震などの非常時に備え、防災備品をご用意しました。初期共助に使用する救助用工具セット、救助用ロープ、スコップ、防塵マスクなどを備えています。また、災害時のライフサポート備品として救急箱、手回し充電ラジオ、カセットガス発電機、非常用ロウソク、折りたたみ式給水ポリタンク、災害保存用飲料水、災害用簡易トイレなども備えています。,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""防災備品"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""地震などの非常時に備え、防災備品をご用意しました。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""防災備品"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""地震などの非常時に備え、防災備品をご用意しました。初期共助に使用する救助用工具セット、救助用ロープ、スコップ、防塵マスクなどを備えています。また、災害時のライフサポート備品として救急箱、携帯電話充電・懐中電灯機能付き手回し充電ラジオ、カセットガス発電機、非常用ロウソク、飲料水用の折りたたみ式給水ポリタンク、災害保存用飲料水、災害用簡易トイレなども備えています。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … 防災備品"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__ghe_bang_kiem_bep_nau_khan_cap,Ghế băng kiêm bếp nấu khẩn cấp (ベンチ兼用非常用炊き出しかまど),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__ghe_bang_kiem_bep_nau_khan_cap,,ghe_bang_kiem_bep_nau_khan_cap,an_ninh_pccc,Ghế băng kiêm bếp nấu khẩn cấp (ベンチ兼用非常用炊き出しかまど),災害時には腰掛け板を外すと、非常用の「炊き出しかまど」となるベンチを設置しています。普段は敷地内にベンチとして設置しているため、置き場所にも困らないスマートな災害対策備品です。,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""ベンチ兼用非常用炊き出しかまど"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""スマートな災害対策備品です。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""ベンチ兼用非常用炊き出しかまど"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""災害時には腰掛け板を外すと、非常用の「炊き出しかまど」となるベンチを設置しています。普段は敷地内にベンチとして設置しているため、置き場所にも困らないスマートな災害対策備品です。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … ベンチ兼用非常用炊き出しかまど"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__khung_cua_chong_dong_dat,Khung cửa chính chống động đất (対震ドア枠),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__khung_cua_chong_dong_dat,,khung_cua_chong_dong_dat,cua,Khung cửa chính chống động đất (対震ドア枠),万一の地震時に、玄関扉の枠が歪んでも、枠と扉の隙間を大きく設けることにより、扉の開放を容易にできるように配慮した耐震ドア枠を採用しました。,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""対震ドア枠"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""万一の地震時に、玄関扉の枠が歪んでも、枠と扉の隙間を大きく設けることにより…耐震ドア枠を採用しました。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""対震ドア枠"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""万一の地震時に、玄関扉の枠が歪んでも、枠と扉の隙間を大きく設けることにより、扉の開放を容易にできるように配慮した耐震ドア枠を採用しました。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … 対震ドア枠"", ""confidence"": ""high""}}"
B5,handover_item,city_tower_the_rainbow__ket_cau_cach_chan_mien_chan,Kết cấu cách chấn (免震構造),city_tower_the_rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city_tower_the_rainbow__ket_cau_cach_chan_mien_chan,,ket_cau_cach_chan_mien_chan,an_ninh_pccc,Kết cấu cách chấn (免震構造),オイレス工業（株）の製作による積層ゴム支承および弾性すべり支承を使用した免震工法を採用。積層ゴムを用いた免震装置が地震のエネルギーを吸収するため、建物の変形、揺れを抑制します。,オイレス工業（株）,,true,長周期地震動などの大きな揺れにより、家具や照明器具などが転倒、落下、移動する恐れがあると言われております。ご購入者様には、補強などの措置を講じていただくことを推奨いたします。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,https://www.major7.net/Bukkendetail/00000010001259,"{""item_code"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""免震構造"", ""confidence"": ""high""}, ""item_category"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""積層ゴムを用いた免震装置が地震のエネルギーを吸収するため、建物の変形、揺れを抑制します。"", ""confidence"": ""high""}, ""item_name"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""免震構造"", ""confidence"": ""high""}, ""item_spec"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""オイレス工業（株）の製作による積層ゴム支承および弾性すべり支承を使用した免震工法を採用。積層ゴムを用いた免震装置が地震のエネルギーを吸収するため、建物の変形、揺れを抑制します。"", ""confidence"": ""high""}, ""brand"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""オイレス工業（株）の製作による積層ゴム支承および弾性すべり支承を使用した免震工法を採用。"", ""confidence"": ""high""}, ""is_included"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""設備・構造 … 免震構造"", ""confidence"": ""high""}, ""note"": {""url"": ""https://www.major7.net/Bukkendetail/00000010001259"", ""file"": ""02_ngu_n_3.txt"", ""snippet"": ""長周期地震動などの大きな揺れにより、家具や照明器具などが転倒、落下、移動する恐れがあると言われております。ご購入者様には、補強などの措置を講じていただくことを推奨いたします。"", ""confidence"": ""high""}}"
